Gene_name,geneID,Rep. 1,Rep. 2,Avg. Expression,Rep. A,Rep. B,Avg. Expression,Foldchange,qvalue
Suv420h1,NM_001167884,238,135,136,122,186.5,129,-1.445736434,0.364332372
Suv420h1,NM_001167885,1060,684,687,609,872,648,-1.345679012,0.013134647
Suv420h1,NM_001167886,1060,684,687,609,872,648,-1.345679012,0.013134647
Suv420h1,NM_001167887,1060,684,687,609,872,648,-1.345679012,0.013134647
Suv420h1,NM_001167888,187,107,112,93,147,102.5,-1.434146341,0.40183055
Suv420h1,NM_001167889,235,137,143,120,186,131.5,-1.414448669,0.269290173
Nrg2,NM_001167891,0,0,0,0,0,0,0,1
Frem3,NM_001167898,1,1,2,2,1,2,2,0.476797743
Cyp2c44,NM_001167905,0,0,0,0,0,0,0,1
Cd101,NM_001167906,15,4,0,1,9.5,0.5,-19,0.007924167
Gm4952,NM_001167907,1,0,0,0,0.5,0,0,1
Ppp1r3e,NM_001167908,72,58,14,14,65,14,-4.642857143,1.61E-06
Txndc3,NM_001167909,0,0,1,0,0,0.5,0,1
Mbtps1,NM_001167910,2503,1720,977,985,2111.5,981,-2.152395515,0.000681929
Smok2b,NM_001167913,0,0,0,0,0,0,0,1
Atxn3,NM_001167914,171,103,76,54,137,65,-2.107692308,0.164762441
D830031N03Rik,NM_001167918,20,16,2,6,18,4,-4.5,0.022034406
Slc8a3,NM_001167920,0,0,0,0,0,0,0,1
Gtf2e2,NM_001167921,676,427,386,337,551.5,361.5,-1.525587828,0.588436761
Gtf2e2,NM_001167922,680,427,386,337,553.5,361.5,-1.531120332,0.612896105
Col6a5,NM_001167923,0,0,1,0,0,0.5,0,1
A730017C20Rik,NM_001167925,0,0,0,0,0,0,0,1
Zyg11a,NM_001167936,0,0,0,0,0,0,0,1
D6Ertd527e,NM_001167937,1,1,1,2,1,1.5,1.5,0.756647998
D6Ertd527e,NM_001167938,1,1,1,2,1,1.5,1.5,0.756647998
Mau2,NM_001167939,1148,908,719,694,1028,706.5,-1.455060156,0.252900954
Zkscan5,NM_001167944,106,91,42,41,98.5,41.5,-2.373493976,0.028944021
Zfp821,NM_001167946,111,70,98,143,90.5,120.5,1.331491713,1.18E-10
Atp2b4,NM_001167949,2,1,0,0,1.5,0,0,0.94949084
G2e3,NM_001167963,729,444,165,160,586.5,162.5,-3.609230769,4.83E-17
G2e3,NM_001167964,698,405,146,146,551.5,146,-3.77739726,4.22E-18
Ankrd10,NM_001167967,251,177,30,33,214,31.5,-6.793650794,5.43E-24
Slc25a21,NM_001167976,0,0,0,0,0,0,0,1
Galnt7,NM_001167981,6467,4130,6100,6332,5298.5,6216,1.173162216,3.97E-23
Sipa1l1,NM_001167983,1376,935,659,625,1155.5,642,-1.799844237,0.561958817
Taf9b,NM_001167988,2,1,3,1,1.5,2,1.333333333,0.892478778
Hook2,NM_001167991,133,138,150,140,135.5,145,1.070110701,1.77E-06
Trmt2b,NM_001167994,599,390,145,126,494.5,135.5,-3.649446494,2.11E-16
Trmt2b,NM_001167995,122,72,28,27,97,27.5,-3.527272727,1.31E-05
1110032F04Rik,NM_001167996,0,0,0,0,0,0,0,1
Tex11,NM_001167997,0,0,0,0,0,0,0,1
2310008H09Rik,NM_001168218,2041,1442,463,429,1741.5,446,-3.90470852,4.90E-30
2310008H09Rik,NM_001168219,2041,1442,463,429,1741.5,446,-3.90470852,4.90E-30
2310008H09Rik,NM_001168220,2041,1442,463,429,1741.5,446,-3.90470852,4.90E-30
Clec2g,NM_001168223,0,0,0,0,0,0,0,1
Clec2g,NM_001168224,0,0,0,0,0,0,0,1
Morf4l2,NM_001168225,6145,4206,5519,4658,5175.5,5088.5,-1.017097376,1.24E-12
Morf4l2,NM_001168226,6127,4188,5502,4650,5157.5,5076,-1.01605595,1.09E-12
Morf4l2,NM_001168227,6127,4188,5502,4650,5157.5,5076,-1.01605595,1.09E-12
Morf4l2,NM_001168228,6127,4188,5502,4650,5157.5,5076,-1.01605595,1.09E-12
Morf4l2,NM_001168229,6127,4188,5502,4650,5157.5,5076,-1.01605595,1.09E-12
Morf4l2,NM_001168230,6127,4188,5502,4650,5157.5,5076,-1.01605595,1.09E-12
Irak1bp1,NM_001168240,341,217,37,47,279,42,-6.642857143,3.17E-28
Syce2,NM_001168244,849,669,329,287,759,308,-2.464285714,1.66E-06
Syce2,NM_001168246,782,612,307,269,697,288,-2.420138889,7.71E-06
Rmi1,NM_001168248,857,619,485,480,738,482.5,-1.529533679,0.668252272
Mtbp,NM_001168250,364,221,248,201,292.5,224.5,-1.302895323,0.019934618
Fam83h,NM_001168253,224,150,156,153,187,154.5,-1.210355987,0.005857337
Slc45a4,NM_001168255,1409,1002,189,173,1205.5,181,-6.660220994,1.27E-60
Tmem40,NM_001168256,234,187,127,86,210.5,106.5,-1.976525822,0.203103432
Tmem40,NM_001168257,234,187,127,86,210.5,106.5,-1.976525822,0.203103432
Tmem40,NM_001168258,257,196,137,98,226.5,117.5,-1.927659574,0.287661886
Tmem40,NM_001168259,226,178,121,84,202,102.5,-1.970731707,0.209784407
Foxred2,NM_001168260,1302,879,147,170,1090.5,158.5,-6.880126183,4.36E-60
Qars,NM_001168270,433,331,226,227,382,226.5,-1.686534216,1
Sec24c,NM_001168273,1793,1351,1299,1060,1572,1179.5,-1.332768122,0.009014881
Gsdmc2,NM_001168274,0,0,0,0,0,0,0,1
Zfp647,NM_001168276,34,17,6,7,25.5,6.5,-3.923076923,0.019990474
Jazf1,NM_001168277,81,62,74,84,71.5,79,1.104895105,3.80E-05
Wwtr1,NM_001168281,7,1,1,1,4,1,-4,0.963513175
Arhgap39,NM_001168288,696,456,59,59,576,59,-9.762711864,3.71E-61
Pdss2,NM_001168289,63,52,25,21,57.5,23,-2.5,0.061264847
Sugp2,NM_001168290,677,438,293,252,557.5,272.5,-2.04587156,0.036696159
R3hdm2,NM_001168292,1026,644,467,422,835,444.5,-1.878515186,0.2882797
R3hdm2,NM_001168293,1025,644,467,422,834.5,444.5,-1.877390326,0.290371755
Serpina3f,NM_001168294,129,15,17731,16128,72,16929.5,235.1319444,0
Serpina3f,NM_001168295,120,15,16202,14570,67.5,15386,227.9407407,0
Ephb1,NM_001168296,0,0,0,0,0,0,0,1
Fbxo30,NM_001168297,562,394,417,444,478,430.5,-1.110336818,2.98E-06
Cdk19,NM_001168304,1321,788,397,345,1054.5,371,-2.842318059,3.95E-11
Scara5,NM_001168318,1,0,0,0,0.5,0,0,1
Bcor,NM_001168321,274,188,194,215,231,204.5,-1.129584352,0.000182555
Tinagl1,NM_001168333,26,28,4,10,27,7,-3.857142857,0.009336198
Gm2799,NM_001168334,0,0,0,0,0,0,0,1
Gm2825,NM_001168337,0,0,0,0,0,0,0,1
Nfatc4,NM_001168346,0,0,0,0,0,0,0,1
Kcnj1,NM_001168354,0,0,0,0,0,0,0,1
Bnipl,NM_001168356,1,0,0,0,0.5,0,0,1
Tyw3,NM_001168358,86,69,16,27,77.5,21.5,-3.604651163,5.81E-05
1700008F21Rik,NM_001168369,0,0,0,0,0,0,0,1
Usp19,NM_001168371,1514,1024,713,711,1269,712,-1.782303371,0.674104469
Usp19,NM_001168372,1513,1024,713,711,1268.5,712,-1.781601124,0.678569416
Usp19,NM_001168373,1512,1022,713,711,1267,712,-1.779494382,0.69470418
Phf14,NM_001168382,683,461,206,206,572,206,-2.776699029,1.23E-08
Ccdc125,NM_001168386,108,54,80,84,81,82,1.012345679,0.00014661
Ramp1,NM_001168392,0,0,0,0,0,0,0,1
Ankrd55,NM_001168403,155,103,43,34,129,38.5,-3.350649351,3.37E-06
Ankrd55,NM_001168404,3,3,2,0,3,1,-3,1
Ankrd55,NM_001168405,7,3,2,0,5,1,-5,0.493592685
Spink13,NM_001168423,0,0,0,0,0,0,0,1
Ube2m,NM_001168469,825,575,477,428,700,452.5,-1.546961326,0.786192113
Tmem93,NM_001168470,1406,886,420,457,1146,438.5,-2.61345496,1.64E-08
Dynll2,NM_001168471,2340,1596,654,718,1968,686,-2.868804665,1.55E-13
Dynll2,NM_001168472,2343,1597,655,719,1970,687,-2.867540029,1.62E-13
Ttc23,NM_001168475,5,3,3,3,4,3,-1.333333333,1
Ttc23,NM_001168476,5,2,3,2,3.5,2.5,-1.4,1
Ttc23,NM_001168477,3,6,7,3,4.5,5,1.111111111,0.738210421
Men1,NM_001168488,1000,754,482,479,877,480.5,-1.825182102,0.38915868
Men1,NM_001168489,1000,754,482,479,877,480.5,-1.825182102,0.38915868
Men1,NM_001168490,1035,764,495,491,899.5,493,-1.824543611,0.402891707
Pdcd4,NM_001168491,227,139,24,30,183,27,-6.777777778,3.59E-21
Pdcd4,NM_001168492,128,81,15,16,104.5,15.5,-6.741935484,1.36E-13
Plscr3,NM_001168497,382,308,505,446,345,475.5,1.37826087,4.68E-22
A330049M08Rik,NM_001168498,0,0,1,0,0,0.5,0,1
A330049M08Rik,NM_001168500,0,0,1,0,0,0.5,0,1
Zfp57,NM_001168501,0,0,0,0,0,0,0,1
Zfp57,NM_001168502,0,0,0,0,0,0,0,1
Olfr78,NM_001168503,0,0,0,0,0,0,0,1
Pla2g4c,NM_001168504,6,2,7,9,4,8,2,0.021289862
Shoc2,NM_001168505,1169,762,851,955,965.5,903,-1.069213732,5.27E-09
Zfp574,NM_001168506,294,193,96,97,243.5,96.5,-2.523316062,0.000361476
Tmem11,NM_001168507,1068,798,589,644,933,616.5,-1.513381995,0.542876501
Mapk14,NM_001168508,2704,2034,740,578,2369,659,-3.594840668,6.77E-27
Ffar2,NM_001168509,0,0,0,0,0,0,0,1
Ffar2,NM_001168510,0,0,0,0,0,0,0,1
Ffar2,NM_001168511,0,0,0,0,0,0,0,1
Ffar2,NM_001168512,0,0,0,0,0,0,0,1
Mapk14,NM_001168513,2666,2017,732,563,2341.5,647.5,-3.616216216,2.93E-27
Mapk14,NM_001168514,2704,2034,740,578,2369,659,-3.594840668,6.77E-27
Rpgrip1,NM_001168515,953,569,420,370,761,395,-1.926582278,0.178488733
Zdhhc24,NM_001168516,294,199,119,114,246.5,116.5,-2.115879828,0.051611475
Zdhhc24,NM_001168517,294,199,119,114,246.5,116.5,-2.115879828,0.051611475
Sarm1,NM_001168521,23,13,4,2,18,3,-6,0.009434333
Sgms1,NM_001168525,778,525,513,594,651.5,553.5,-1.177055104,2.83E-05
Sgms1,NM_001168526,783,528,518,595,655.5,556.5,-1.177897574,2.90E-05
Cdadc1,NM_001168535,149,82,37,45,115.5,41,-2.817073171,0.001148449
Cdadc1,NM_001168536,156,89,40,49,122.5,44.5,-2.752808989,0.001105344
Cdadc1,NM_001168537,148,80,37,45,114,41,-2.780487805,0.001503993
Cdadc1,NM_001168538,149,82,37,45,115.5,41,-2.817073171,0.001148449
Tsku,NM_001168539,220,181,12,13,200.5,12.5,-16.04,1.34E-40
Tsku,NM_001168540,220,181,12,13,200.5,12.5,-16.04,1.34E-40
Tsku,NM_001168541,220,181,12,13,200.5,12.5,-16.04,1.34E-40
A830010M20Rik,NM_001168557,146,84,58,35,115,46.5,-2.47311828,0.013597583
Zfp446,NM_001168561,28,18,23,12,23,17.5,-1.314285714,0.776169923
Zfp446,NM_001168562,288,225,262,202,256.5,232,-1.105603448,7.23E-05
Kcns3,NM_001168564,0,0,0,0,0,0,0,1
Ctps2,NM_001168568,385,274,128,141,329.5,134.5,-2.449814126,0.000188391
Ctps2,NM_001168569,398,283,131,143,340.5,137,-2.48540146,9.47E-05
Ctps2,NM_001168571,398,284,131,143,341,137,-2.489051095,8.66E-05
Brsk1,NM_001168572,0,0,0,0,0,0,0,1
Nat2,NM_001168577,244,172,194,207,208,200.5,-1.037406484,5.76E-06
Tceal8,NM_001168578,0,2,0,1,1,0.5,-2,1
Vrtn,NM_001168588,0,0,0,0,0,0,0,1
Vrtn,NM_001168589,0,0,0,0,0,0,0,1
2010106E10Rik,NM_001168590,0,0,0,0,0,0,0,1
Lonp2,NM_001168591,342,296,295,244,319,269.5,-1.183673469,0.001050916
Commd6,NM_001168592,386,346,203,170,366,186.5,-1.962466488,0.099828334
Gnl3l,NM_001168600,1775,1112,918,796,1443.5,857,-1.684364061,1
Smok3a,NM_001168602,0,0,0,0,0,0,0,1
Tifab,NM_001168615,296,211,202,118,253.5,160,-1.584375,1
Enpp5,NM_001168620,0,0,0,0,0,0,0,1
Znrf1,NM_001168621,861,534,1489,1357,697.5,1423,2.040143369,6.21E-63
Znrf1,NM_001168622,406,232,857,772,319,814.5,2.553291536,1.19E-71
Znrf1,NM_001168623,630,418,1021,938,524,979.5,1.869274809,4.43E-49
C2cd4c,NM_001168624,2,1,0,1,1.5,0.5,-3,1
Slc6a18,NM_001168643,0,0,0,0,0,0,0,1
Slc6a18,NM_001168644,0,0,0,0,0,0,0,1
Slc6a18,NM_001168645,0,0,0,0,0,0,0,1
Slc6a18,NM_001168646,0,0,0,0,0,0,0,1
Lrch4,NM_001168652,299,195,122,104,247,113,-2.185840708,0.024219036
Socs2,NM_001168655,115,87,25,46,101,35.5,-2.845070423,0.001086642
Socs2,NM_001168656,116,87,25,46,101.5,35.5,-2.85915493,0.000909396
Socs2,NM_001168657,115,87,25,46,101,35.5,-2.845070423,0.001086642
Ccdc127,NM_001168658,921,722,140,139,821.5,139.5,-5.888888889,1.22E-45
Ccdc127,NM_001168659,277,167,102,100,222,101,-2.198019802,0.029693287
Apol9b,NM_001168660,12,4,71,95,8,83,10.375,6.31E-43
Fam114a2,NM_001168667,870,612,402,421,741,411.5,-1.80072904,0.59114143
Fam114a2,NM_001168668,870,612,402,421,741,411.5,-1.80072904,0.59114143
Gtse1,NM_001168672,759,465,328,289,612,308.5,-1.983792545,0.094232351
Tspan8,NM_001168679,10,2,0,0,6,0,0,0.012272153
Tspan8,NM_001168680,10,2,0,0,6,0,0,0.012272153
Tmcc3,NM_001168684,310,227,342,310,268.5,326,1.2141527,1.89E-14
Endou,NM_001168693,0,0,0,0,0,0,0,1
B3gnt2,NM_001169114,2263,1577,6812,6600,1920,6706,3.492708333,1.06E-138
Papd7,NM_001169131,1093,705,1779,1695,899,1737,1.93214683,2.47E-59
Cd300lf,NM_001169153,298,220,314,263,259,288.5,1.113899614,7.23E-11
Ube2h,NM_001169576,767,609,629,531,688,580,-1.186206897,9.06E-05
Ube2h,NM_001169577,742,581,595,512,661.5,553.5,-1.195121951,0.000142725
Clec4a2,NM_001170332,20,14,1,2,17,1.5,-11.33333333,0.00051443
Clec4a2,NM_001170333,23,14,1,2,18.5,1.5,-12.33333333,0.00011643
Mlf2,NM_001170341,2274,1568,827,698,1921,762.5,-2.519344262,1.90E-08
Gm2058,NM_001170345,468,362,455,403,415,429,1.03373494,4.94E-10
Cd163,NM_001170395,0,0,0,0,0,0,0,1
Tmem229b,NM_001170401,1049,713,1039,1128,881,1083.5,1.22985244,4.76E-22
Prok2,NM_001170419,0,0,0,0,0,0,0,1
Slc35b3,NM_001170430,257,185,158,125,221,141.5,-1.561837456,1
Slc35b3,NM_001170431,261,189,158,125,225,141.5,-1.590106007,1
Ppfibp1,NM_001170433,2566,1592,1600,1521,2079,1560.5,-1.3322653,0.003232145
Tada2b,NM_001170454,645,469,155,150,557,152.5,-3.652459016,1.04E-17
Loh12cr1,NM_001170479,58,42,8,10,50,9,-5.555555556,2.51E-06
Arpc4,NM_001170485,2237,1431,1047,904,1834,975.5,-1.880061507,0.205680322
Arpc4,NM_001170486,2253,1438,1051,906,1845.5,978.5,-1.886050077,0.188880621
Tprkb,NM_001170488,1059,772,612,615,915.5,613.5,-1.492257539,0.400697348
Aplf,NM_001170489,209,148,127,97,178.5,112,-1.59375,1
Mef2c,NM_001170537,4842,2872,794,636,3857,715,-5.394405594,6.31E-60
Btf3,NM_001170540,4188,3167,2912,2704,3677.5,2808,-1.309650997,0.002340355
Krit1,NM_001170552,442,266,507,501,354,504,1.423728814,2.27E-25
Prkag2,NM_001170555,303,208,40,15,255.5,27.5,-9.290909091,8.59E-36
Prkag2,NM_001170556,312,209,40,15,260.5,27.5,-9.472727273,2.31E-36
Sbf1,NM_001170561,810,616,338,294,713,316,-2.256329114,0.000298101
Depdc5,NM_001170567,422,341,219,181,381.5,200,-1.9075,0.213639342
Fam47e,NM_001170571,0,0,0,0,0,0,0,1
Nfu1,NM_001170591,203,144,119,113,173.5,116,-1.495689655,0.740235746
Fcamr,NM_001170632,0,0,0,0,0,0,0,1
Slc17a1,NM_001170638,0,0,0,0,0,0,0,1
Rufy4,NM_001170641,2,0,0,0,1,0,0,1
Rnf144b,NM_001170643,2608,1820,497,616,2214,556.5,-3.978436658,1.66E-32
Pde8b,NM_001170669,264,187,134,128,225.5,131,-1.721374046,1
Elmod2,NM_001170691,636,380,945,969,508,957,1.883858268,4.52E-50
Rcbtb2,NM_001170694,456,347,169,177,401.5,173,-2.320809249,0.000630684
Gm17384,NM_001170705,0,0,0,0,0,0,0,1
Asb8,NM_001170710,755,541,451,382,648,416.5,-1.555822329,0.903435086
Asb8,NM_001170711,755,541,451,382,648,416.5,-1.555822329,0.903435086
Wdr59,NM_001170742,683,485,1030,1084,584,1057,1.809931507,3.98E-47
Wdr59,NM_001170743,684,485,1031,1084,584.5,1057.5,1.809238666,4.17E-47
Ctbp2,NM_001170744,1450,988,664,691,1219,677.5,-1.799261993,0.564927372
Magi2,NM_001170745,29,26,12,7,27.5,9.5,-2.894736842,0.091611548
Magi2,NM_001170746,29,26,12,7,27.5,9.5,-2.894736842,0.091611548
Asb14,NM_001170748,0,1,2,0,0.5,1,2,1
Mthfd1l,NM_001170785,788,529,273,300,658.5,286.5,-2.298429319,0.000270393
Mthfd1l,NM_001170786,1207,855,445,485,1031,465,-2.217204301,0.00039565
Cntn5,NM_001170787,0,0,3,0,0,1.5,0,0.531327076
Lrrc36,NM_001170788,2,0,4,5,1,4.5,4.5,0.019572422
Lrrc36,NM_001170789,2,0,4,5,1,4.5,4.5,0.019572422
Ipcef1,NM_001170800,157,85,3,0,121,1.5,-80.66666667,2.07E-37
Ipcef1,NM_001170801,14,11,0,0,12.5,0,0,9.66E-05
Ipcef1,NM_001170802,14,11,0,0,12.5,0,0,9.66E-05
Rbm20,NM_001170847,1,0,0,0,0.5,0,0,1
Luc7l2,NM_001170848,1402,1031,843,794,1216.5,818.5,-1.486255345,0.348328089
Luc7l2,NM_001170849,3198,2097,1615,1659,2647.5,1637,-1.617287721,1
Klra2,NM_001170851,31,16,107,106,23.5,106.5,4.531914894,3.87E-37
Mndal,NM_001170853,646,379,4900,5488,512.5,5194,10.13463415,5.39E-288
Trim36,NM_001170855,153,90,261,371,121.5,316,2.600823045,9.40E-50
BC068281,NM_001170858,247,140,125,121,193.5,123,-1.573170732,1
Ncald,NM_001170866,0,0,0,0,0,0,0,1
Ncald,NM_001170867,0,0,0,0,0,0,0,1
Ncald,NM_001170868,0,0,0,0,0,0,0,1
Wibg,NM_001170869,306,230,210,163,268,186.5,-1.436997319,0.358619609
Trim43b,NM_001170884,0,0,0,0,0,0,0,1
Trip4,NM_001170907,352,231,242,209,291.5,225.5,-1.292682927,0.016776962
Prr13,NM_001170911,813,574,658,661,693.5,659.5,-1.051554208,9.72E-09
Trim66,NM_001170912,32,21,4,2,26.5,3,-8.833333333,2.38E-05
Trim66,NM_001170913,32,21,4,2,26.5,3,-8.833333333,2.38E-05
Olfr1507,NM_001170918,0,0,0,0,0,0,0,1
BC005764,NM_001170935,133,119,61,56,126,58.5,-2.153846154,0.091109552
Rnmt,NM_001170953,1561,1158,816,780,1359.5,798,-1.703634085,1
A4galt,NM_001170954,0,0,0,0,0,0,0,1
Gm15299,NM_001170955,0,0,0,0,0,0,0,1
Pde6c,NM_001170959,0,0,0,0,0,0,0,1
Dtwd2,NM_001170960,193,131,39,43,162,41,-3.951219512,5.58E-10
Wdr33,NM_001170966,267,160,98,123,213.5,110.5,-1.932126697,0.405975539
Wdr33,NM_001170967,160,83,74,71,121.5,72.5,-1.675862069,1
Wdr33,NM_001170970,160,83,74,71,121.5,72.5,-1.675862069,1
Dbndd1,NM_001170975,11,9,2,5,10,3.5,-2.857142857,0.505690184
Dbndd1,NM_001170976,6,5,2,2,5.5,2,-2.75,0.845963635
Abat,NM_001170978,2,0,0,0,1,0,0,1
Gm6222,NM_001170979,1,0,0,0,0.5,0,0,1
Hnrnpc,NM_001170981,3928,2562,2417,2446,3245,2431.5,-1.33456714,0.003268826
Hnrnpc,NM_001170982,3928,2562,2417,2446,3245,2431.5,-1.33456714,0.003268826
Hnrnpc,NM_001170983,3831,2501,2350,2367,3166,2358.5,-1.34237863,0.004439065
Hnrnpc,NM_001170984,3830,2501,2349,2367,3165.5,2358,-1.34245123,0.00445512
Kirrel,NM_001170985,0,0,0,0,0,0,0,1
Ahcyl2,NM_001171000,1822,1199,852,793,1510.5,822.5,-1.836474164,0.369174049
Ahcyl2,NM_001171001,1795,1178,835,782,1486.5,808.5,-1.838589981,0.363285536
Degs2,NM_001171002,51,24,718,570,37.5,644,17.17333333,8.21E-198
Mgam,NM_001171003,2,0,10,6,1,8,8,0.000176748
Prkd3,NM_001171004,1640,1085,852,1114,1362.5,983,-1.386063072,0.02775962
Prkd3,NM_001171005,1328,898,663,920,1113,791.5,-1.406190777,0.056076205
Nod1,NM_001171007,188,132,766,694,160,730,4.5625,1.38E-114
Slc14a1,NM_001171010,33,25,25,11,29,18,-1.611111111,1
Slc14a1,NM_001171011,33,25,25,11,29,18,-1.611111111,1
Nup62-il4i1,NM_001171024,28,21,25,28,24.5,26.5,1.081632653,0.024096125
Os9,NM_001171026,821,575,451,423,698,437,-1.597254005,1
Tmbim6,NM_001171034,5786,4183,7990,7898,4984.5,7944,1.593740596,2.31E-46
Tmbim6,NM_001171035,5781,4181,7975,7866,4981,7920.5,1.590142542,3.78E-46
Tmbim6,NM_001171036,5781,4180,7974,7864,4980.5,7919,1.590001004,3.83E-46
Mta3,NM_001171052,194,147,85,81,170.5,83,-2.054216867,0.141844218
Mta3,NM_001171053,168,127,81,75,147.5,78,-1.891025641,0.523421241
Mta3,NM_001171054,168,127,81,74,147.5,77.5,-1.903225806,0.492006057
Yap1,NM_001171147,0,0,0,0,0,0,0,1
Mal,NM_001171187,0,0,0,0,0,0,0,1
Obscn,NM_001171512,0,0,0,0,0,0,0,1
Mars,NM_001171582,1468,1101,870,777,1284.5,823.5,-1.559805707,0.914953023
Myt1,NM_001171615,0,0,0,0,0,0,0,1
Myt1,NM_001171616,0,0,0,0,0,0,0,1
1700007I08Rik,NM_001171640,4,6,0,2,5,1,-5,0.493592685
Myt1,NM_001171680,0,0,0,0,0,0,0,1
Bag1,NM_001171739,695,505,430,375,600,402.5,-1.49068323,0.454236479
Gm11818,NM_001171801,0,0,0,0,0,0,0,1
Il11ra1,NM_001172054,2,2,1,0,2,0.5,-4,1
Bdh2,NM_001172055,6,7,3,3,6.5,3,-2.166666667,1
Lman1,NM_001172062,422,260,203,207,341,205,-1.663414634,1
Lrrc56,NM_001172064,5,8,1,1,6.5,1,-6.5,0.147135734
Lrrc56,NM_001172065,5,8,1,1,6.5,1,-6.5,0.147135734
Senp8,NM_001172068,119,75,41,47,97,44,-2.204545455,0.139643583
Senp8,NM_001172069,120,75,41,48,97.5,44.5,-2.191011236,0.160216494
Senp8,NM_001172070,119,75,41,47,97,44,-2.204545455,0.139643583
Senp8,NM_001172071,119,75,41,47,97,44,-2.204545455,0.139643583
Vmn1r68,NM_001172072,0,0,0,0,0,0,0,1
Ttc4,NM_001172073,299,213,71,131,256,101,-2.534653465,0.000210786
3110009E18Rik,NM_001172074,21,21,6,6,21,6,-3.5,0.04935176
1700001C19Rik,NM_001172091,0,1,0,0,0.5,0,0,1
Depdc1a,NM_001172092,636,415,188,173,525.5,180.5,-2.911357341,1.32E-09
Depdc1a,NM_001172093,577,376,178,151,476.5,164.5,-2.896656535,4.41E-09
Kdm4c,NM_001172095,272,201,152,152,236.5,152,-1.555921053,1
2700078E11Rik,NM_001172096,4671,3066,2926,2526,3868.5,2726,-1.419112252,0.049523862
2700078E11Rik,NM_001172097,4571,3005,2869,2463,3788,2666,-1.420855214,0.052435129
Strn3,NM_001172098,1040,659,753,708,849.5,730.5,-1.162902122,4.78E-06
Cuedc1,NM_001172099,126,78,61,65,102,63,-1.619047619,1
Rnh1,NM_001172100,2629,2245,1993,1856,2437,1924.5,-1.266302936,0.000836691
Rnh1,NM_001172101,2626,2245,1994,1856,2435.5,1925,-1.265194805,0.000802189
Zbtb25,NM_001172104,272,208,133,101,240,117,-2.051282051,0.081521718
Gramd1c,NM_001172107,1,0,0,0,0.5,0,0,1
Dhrs7b,NM_001172112,551,416,161,226,483.5,193.5,-2.49870801,9.62E-06
Traf7,NM_001172113,641,497,325,246,569,285.5,-1.992994746,0.049986226
Traf7,NM_001172114,624,488,321,243,556,282,-1.971631206,0.067305852
Hck,NM_001172117,473,340,1299,1105,406.5,1202,2.956949569,2.66E-91
Rbms3,NM_001172121,0,0,0,0,0,0,0,1
Rbms3,NM_001172122,0,0,0,0,0,0,0,1
Rbms3,NM_001172123,0,0,0,0,0,0,0,1
Rbms3,NM_001172124,0,0,0,0,0,0,0,1
Rbms3,NM_001172126,0,0,0,0,0,0,0,1
Exog,NM_001172136,228,179,63,86,203.5,74.5,-2.731543624,4.34E-05
Aimp2,NM_001172146,870,740,449,363,805,406,-1.982758621,0.031270056
Rbm41,NM_001172147,467,307,266,347,387,306.5,-1.262642741,0.003597739
Rbm41,NM_001172148,65,37,36,54,51,45,-1.133333333,0.044824828
Wdr17,NM_001172152,0,0,0,0,0,0,0,1
Dnase1l1,NM_001172154,449,372,286,290,410.5,288,-1.425347222,0.259291076
Dis3l2,NM_001172157,161,117,83,113,139,98,-1.418367347,0.426704191
Flrt3,NM_001172160,0,0,0,0,0,0,0,1
Trim40,NM_001172168,0,0,0,0,0,0,0,1
Arid5a,NM_001172205,767,587,1794,1529,677,1661.5,2.454209749,2.28E-81
Arid5a,NM_001172206,766,587,1794,1528,676.5,1661,2.455284553,2.13E-81
Lrtm2,NM_001172207,0,0,0,0,0,0,0,1
D330028D13Rik,NM_001172216,3,2,4,4,2.5,4,1.6,0.404622762
Dhrs3,NM_001172424,820,636,500,510,728,505,-1.441584158,0.218123761
Sphk1,NM_001172472,5,5,1,1,5,1,-5,0.493592685
Sphk1,NM_001172473,5,5,1,1,5,1,-5,0.493592685
Sphk1,NM_001172475,5,5,1,1,5,1,-5,0.493592685
Aspn,NM_001172481,0,0,0,1,0,0.5,0,1
Sphk2,NM_001172561,1088,799,1357,1213,943.5,1285,1.361950185,1.50E-28
Mrgpra2a,NM_001172588,0,0,0,0,0,0,0,1
Olfr376,NM_001172686,0,0,0,0,0,0,0,1
Fxyd4,NM_001173372,0,0,0,0,0,0,0,1
LOC100038947,NM_001173459,54,39,6,8,46.5,7,-6.642857143,7.54E-07
Sirpb1b,NM_001173460,39,25,15,12,32,13.5,-2.37037037,0.329142149
Speg,NM_001173477,1250,1002,1163,1238,1126,1200.5,1.06616341,3.23E-14
Rlbp1,NM_001173483,0,0,0,0,0,0,0,1
G630090E17Rik,NM_001173500,4,2,8,8,3,8,2.666666667,0.008959759
Thpo,NM_001173505,0,0,0,0,0,0,0,1
Mtap1a,NM_001173506,1,2,2,0,1.5,1,-1.5,1
Taz,NM_001173547,272,163,118,131,217.5,124.5,-1.746987952,1
C5ar1,NM_001173550,1011,800,2529,1926,905.5,2227.5,2.459966869,2.98E-84
Cdc14a,NM_001173553,282,161,43,47,221.5,45,-4.922222222,9.10E-17
Cacna2d2,NM_001174047,1,1,0,1,1,0.5,-2,1
Cacna2d2,NM_001174048,1,1,0,1,1,0.5,-2,1
Cacna2d2,NM_001174049,1,1,0,1,1,0.5,-2,1
Cacna2d2,NM_001174050,1,1,0,1,1,0.5,-2,1
